INSERT into payments (OrderNumber, paymentType, CID, AmountPaid, Gratuity) VALUES
(4142, credit, 645, 84.0, 0.0),
(4143, cash, 294, 12.5, 0.0),
(4144, debit, 192, 27.00, 3.33),
(4144, cash, 192, 27.00, 3.33),
(4144, cash, 192, 27.00, 3.33),
(4145, cash, 749, 18.83, 3.33),
(4145, cash, 749, 18.83, 3.33),
(4145, debit, 749, 18.83, 3.33),
(4146, credit card, 87, 86.0, 0.0),
(4147, debit, 863, 35.00, 0.0),
(4147, debit, 863, 35.00, 0.0),
(4148, cash, 425, 14.5, 0.0),
(4149, credit card, 583, 27.0, 0.0),
(4150, debit, 141, 4.75, 0.0),
(4150, debit, 141, 4.75, 0.0),
(4151, credit card, 430, 70.5, 0.0),
(4152, debit, 391, 25.50, 2.50),
(4152, debit, 391, 25.50, 2.50),
(4152, cash, 391, 25.50, 2.50),
(4152, credit, 391, 25.50, 2.50),
(4153, debit, 454, 11.50, 0.0),
(4153, credit, 454, 11.50, 0.0),
(4154, credit card, 408, 38.0, 0.0),
(4155, credit, 234, 31.50, 0.0),
(4155, debit, 234, 31.50, 0.0),
(4156, debit, 213, 19.0, 0.0),
(4157, credit, 101, 28.50, 0.0),
(4157, debit, 101, 28.50, 0.0),
(4158, debit, 428, 52.5, 0.0),
(4159, cash, 62, 65.0, 0.0),
(4160, debit, 824, 14.5, 0.0),
(4161, debit, 618, 37.50, 0.0),
(4161, cash, 618, 37.50, 0.0),
(4162, credit card, 671, 12.5, 0.0),
(4163, cash, 301, 44.5, 0.0),
(4164, cash, 469, 7.25, 0.0),
(4164, debit, 469, 7.25, 0.0),
(4165, debit, 8, 55.0, 0.0),
(4166, cash, 331, 9.5, 0.0),
(4167, debit, 1, 44.25, 0.0),
(4167, debit, 1, 44.25, 0.0),
(4168, credit card, 308, 48.5, 0.0),
(4169, cash, 144, 12.5, 0.0),
(4170, debit, 156, 36.50, 0.0),
(4170, cash, 156, 36.50, 0.0),
(4171, credit, 534, 107.5, 0.0),
(4172, cash, 905, 72.0, 0.0),
(4173, cash, 637, 54.0, 0.0),
(4174, cash, 508, 14.5, 0.0),
(4175, credit, 836, 12.5, 0.0),
(4176, cash, 886, 57.75, 0.0),
(4176, debit, 886, 57.75, 0.0),
(4177, cash, 258, 41.5, 0.0),
(4178, cash, 885, 96.5, 0.0),
(4179, cash, 992, 87.0, 0.0),
(4180, cash, 310, 20.0, 0.0),
(4181, credit, 490, 4.00, 2.00),
(4181, debit, 490, 4.00, 2.00),
(4181, debit, 490, 4.00, 2.00),
(4181, cash, 490, 4.00, 2.00),
(4181, debit, 490, 4.00, 2.00),
(4182, credit, 106, 80.0, 0.0),
(4183, debit, 723, 5.00, 2.50),
(4183, debit, 723, 5.00, 2.50),
(4183, debit, 723, 5.00, 2.50),
(4183, cash, 723, 5.00, 2.50),
(4184, cash, 114, 20.0, 0.0),
(4185, credit, 451, 10.00, 0.0),
(4185, debit, 451, 10.00, 0.0),
(4186, debit, 205, 60.0, 0.0),
(4187, credit, 197, 20.0, 0.0),
(4188, debit, 971, 20.0, 0.0),
(4189, debit, 398, 60.0, 0.0),
(4190, cash, 188, 75.0, 0.0),
(4191, debit, 34, 2.50, 0.0),
(4191, credit, 34, 2.50, 0.0),
(4192, cash, 413, 13.5, 0.0),
(4193, credit card, 162, 109.0, 0.0),
(4194, credit card, 192, 83.0, 0.0),
(4195, credit card, 712, 42.0, 0.0),
(4196, credit, 942, 81.5, 0.0),
(4197, cash, 423, 62.5, 0.0),
(4198, cash, 966, 12.5, 0.0),
(4199, credit, 357, 19.75, 0.0),
(4199, cash, 357, 19.75, 0.0),
(4200, cash, 292, 111.0, 0.0),
(4201, cash, 161, 52.00, 0.0),
(4201, debit, 161, 52.00, 0.0),
(4202, debit, 797, 30.00, 3.33),
(4202, credit, 797, 30.00, 3.33),
(4202, credit, 797, 30.00, 3.33),
(4203, debit, 787, 14.5, 0.0),
(4204, credit card, 170, 83.5, 0.0),
(4205, cash, 125, 101.0, 0.0),
(4206, debit, 355, 57.25, 0.0),
(4206, cash, 355, 57.25, 0.0),
(4207, credit card, 171, 43.5, 0.0),
(4208, debit, 874, 51.0, 0.0),
(4209, credit, 521, 48.5, 0.0),
(4210, debit, 667, 2.88, 2.50),
(4210, credit, 667, 2.88, 2.50),
(4210, debit, 667, 2.88, 2.50),
(4210, cash, 667, 2.88, 2.50),
(4211, cash, 998, 49.0, 0.0),
(4212, debit, 96, 17.25, 0.0),
(4212, cash, 96, 17.25, 0.0),
(4213, credit, 216, 10.5, 0.0),
(4214, debit, 191, 42.0, 0.0),
(4215, cash, 493, 18.25, 0.0),
(4215, cash, 493, 18.25, 0.0),
(4216, cash, 620, 12.5, 0.0),
(4217, debit, 960, 28.50, 0.0),
(4217, credit, 960, 28.50, 0.0),
(4218, debit, 670, 36.25, 0.0),
(4218, cash, 670, 36.25, 0.0),
(4219, debit, 600, 74.0, 0.0),
(4220, cash, 347, 81.0, 0.0),
(4221, credit card, 421, 12.5, 0.0),
(4222, cash, 366, 83.0, 0.0),
(4223, cash, 586, 110.5, 0.0),
(4224, cash, 104, 14.5, 0.0),
(4225, credit, 42, 16.25, 0.0),
(4225, cash, 42, 16.25, 0.0),
(4226, cash, 425, 51.00, 0.0),
(4226, cash, 425, 51.00, 0.0),
(4227, debit, 540, 47.5, 0.0),
(4228, debit, 741, 40.00, 0.0),
(4228, cash, 741, 40.00, 0.0),
(4229, credit, 152, 55.50, 0.0),
(4229, debit, 152, 55.50, 0.0),
(4230, credit card, 769, 13.5, 0.0),
(4231, cash, 961, 77.0, 0.0),
(4232, credit, 412, 65.5, 0.0),
(4233, credit card, 682, 14.5, 0.0),
(4234, debit, 961, 20.50, 0.0),
(4234, debit, 961, 20.50, 0.0),
(4235, cash, 379, 90.5, 0.0),
(4236, debit, 369, 56.75, 0.0),
(4236, debit, 369, 56.75, 0.0),
(4237, credit, 420, 32.00, 0.0),
(4237, cash, 420, 32.00, 0.0),
(4238, cash, 339, 11.50, 0.0),
(4238, debit, 339, 11.50, 0.0),
(4239, debit, 310, 10.5, 0.0),
(4240, credit card, 598, 77.5, 0.0),
(4241, cash, 359, 93.5, 0.0),
(4242, debit, 491, 12.30, 2.00),
(4242, debit, 491, 12.30, 2.00),
(4242, cash, 491, 12.30, 2.00),
(4242, cash, 491, 12.30, 2.00),
(4242, credit, 491, 12.30, 2.00),
(4243, debit, 846, 3.50, 3.33),
(4243, credit, 846, 3.50, 3.33),
(4243, cash, 846, 3.50, 3.33),
(4244, cash, 592, 21.0, 0.0),
(4245, debit, 488, 16.75, 0.0),
(4245, cash, 488, 16.75, 0.0),
(4246, cash, 919, 2.10, 2.00),
(4246, credit, 919, 2.10, 2.00),
(4246, cash, 919, 2.10, 2.00),
(4246, debit, 919, 2.10, 2.00),
(4246, debit, 919, 2.10, 2.00),
(4247, cash, 457, 12.5, 0.0),
(4248, cash, 376, 6.75, 0.0),
(4248, cash, 376, 6.75, 0.0),
(4249, credit card, 508, 131.0, 0.0),
(4250, debit, 4, 55.5, 0.0),
(4251, debit, 80, 72.75, 0.0),
(4251, debit, 80, 72.75, 0.0),
(4252, debit, 528, 50.00, 0.0),
(4252, cash, 528, 50.00, 0.0),
(4253, cash, 404, 111.0, 0.0),
(4254, debit, 230, 14.50, 0.0),
(4254, cash, 230, 14.50, 0.0),
(4255, debit, 628, 93.5, 0.0),
(4256, debit, 705, 72.5, 0.0),
(4257, cash, 675, 78.5, 0.0),
(4258, cash, 367, 20.25, 0.0),
(4258, credit, 367, 20.25, 0.0),
(4259, credit card, 104, 114.0, 0.0),
(4260, debit, 119, 1.40, 2.00),
(4260, cash, 119, 1.40, 2.00),
(4260, cash, 119, 1.40, 2.00),
(4260, cash, 119, 1.40, 2.00),
(4260, cash, 119, 1.40, 2.00),
(4261, cash, 498, 18.5, 0.0),
(4262, credit, 37, 42.50, 0.0),
(4262, credit, 37, 42.50, 0.0),
(4263, debit, 296, 48.00, 0.0),
(4263, debit, 296, 48.00, 0.0),
(4264, credit, 359, 11.5, 0.0),
(4265, credit card, 188, 93.5, 0.0),
(4266, cash, 622, 56.5, 0.0),
(4267, credit card, 841, 42.0, 0.0),
(4268, credit card, 906, 72.5, 0.0),
(4269, cash, 412, 10.5, 0.0),
(4270, cash, 252, 50.50, 0.0),
(4270, debit, 252, 50.50, 0.0),
(4271, debit, 757, 43.0, 0.0),
(4272, debit, 161, 29.25, 0.0),
(4272, cash, 161, 29.25, 0.0),
(4273, credit, 654, 93.5, 0.0),
(4274, credit card, 608, 81.0, 0.0),
(4275, cash, 984, 75.0, 0.0),
(4276, credit card, 185, 61.5, 0.0),
(4277, cash, 442, 12.50, 0.0),
(4277, credit, 442, 12.50, 0.0),
(4278, credit card, 957, 99.0, 0.0),
(4279, cash, 236, 52.25, 0.0),
(4279, debit, 236, 52.25, 0.0),
(4280, cash, 58, 137.0, 0.0),
(4281, debit, 581, 122.5, 0.0),
(4282, debit, 838, 35.25, 0.0),
(4282, cash, 838, 35.25, 0.0),
(4283, cash, 546, 6.25, 0.0),
(4283, cash, 546, 6.25, 0.0),
(4284, cash, 889, 18.30, 2.00),
(4284, cash, 889, 18.30, 2.00),
(4284, debit, 889, 18.30, 2.00),
(4284, cash, 889, 18.30, 2.00),
(4284, credit, 889, 18.30, 2.00),
(4285, credit, 816, 81.0, 0.0),
(4286, cash, 400, 53.5, 0.0),
(4287, cash, 704, 40.5, 0.0),
(4288, debit, 428, 78.0, 0.0),
(4289, credit card, 618, 69.0, 0.0),
(4290, credit, 751, 67.0, 0.0),
(4291, cash, 829, 38.75, 0.0),
(4291, cash, 829, 38.75, 0.0),
(4292, debit, 588, 57.0, 0.0),
(4293, debit, 852, 35.25, 0.0),
(4293, debit, 852, 35.25, 0.0),
(4294, cash, 165, 69.5, 0.0),
(4295, credit, 54, 10.50, 0.0),
(4295, credit, 54, 10.50, 0.0),
(4296, debit, 226, 4.75, 0.0),
(4296, cash, 226, 4.75, 0.0),
(4297, credit, 80, 50.25, 0.0),
(4297, cash, 80, 50.25, 0.0),
(4298, cash, 273, 27.00, 3.33),
(4298, debit, 273, 27.00, 3.33),
(4298, debit, 273, 27.00, 3.33),
(4299, credit card, 506, 98.5, 0.0),
(4300, credit, 679, 14.5, 0.0),
(4301, cash, 825, 126.0, 0.0),
(4302, debit, 699, 144.0, 0.0),
(4303, credit, 634, 91.5, 0.0),
(4304, debit, 552, 64.25, 0.0),
(4304, cash, 552, 64.25, 0.0),
(4305, debit, 437, 82.0, 0.0),
(4306, debit, 652, 36.25, 0.0),
(4306, debit, 652, 36.25, 0.0),
(4307, debit, 495, 14.5, 0.0),
(4308, debit, 672, 36.25, 0.0),
(4308, cash, 672, 36.25, 0.0),
(4309, cash, 78, 17.5, 0.0),
(4310, debit, 312, 102.0, 0.0),
(4311, cash, 529, 100.0, 0.0),
(4312, credit, 928, 36.67, 3.33),
(4312, debit, 928, 36.67, 3.33),
(4312, debit, 928, 36.67, 3.33),
(4313, debit, 746, 79.0, 0.0),
(4314, credit card, 406, 82.0, 0.0),
(4315, credit card, 658, 44.0, 0.0),
(4316, credit, 662, 57.0, 0.0),
(4317, credit card, 133, 19.0, 0.0),
(4318, credit, 443, 10.5, 0.0),
(4319, credit card, 591, 75.5, 0.0),
(4320, cash, 435, 69.0, 0.0),
(4321, cash, 406, 26.25, 0.0),
(4321, debit, 406, 26.25, 0.0),
(4322, credit card, 106, 19.0, 0.0),
(4323, cash, 361, 59.0, 0.0),
(4324, debit, 970, 27.5, 0.0),
(4325, cash, 754, 8.5, 0.0),
(4326, debit, 374, 31.83, 3.33),
(4326, debit, 374, 31.83, 3.33),
(4326, cash, 374, 31.83, 3.33),
(4327, cash, 133, 6.25, 0.0),
(4327, cash, 133, 6.25, 0.0),
(4328, cash, 582, 14.50, 0.0),
(4328, debit, 582, 14.50, 0.0),
(4329, debit, 512, 58.0, 0.0),
(4330, debit, 340, 16.00, 2.00),
(4330, cash, 340, 16.00, 2.00),
(4330, credit, 340, 16.00, 2.00),
(4330, debit, 340, 16.00, 2.00),
(4330, credit, 340, 16.00, 2.00),
(4331, credit card, 813, 79.0, 0.0),
(4332, cash, 24, 7.25, 0.0),
(4332, cash, 24, 7.25, 0.0),
(4333, debit, 666, 88.5, 0.0),
(4334, cash, 870, 82.0, 0.0),
(4335, debit, 62, 29.0, 0.0),
(4336, debit, 134, 82.0, 0.0),
(4337, cash, 291, 70.5, 0.0),
(4338, cash, 178, 101.0, 0.0),
(4339, cash, 522, 88.0, 0.0),
(4340, cash, 523, 131.0, 0.0),
(4341, credit, 344, 34.0, 0.0),
(4342, cash, 40, 43.25, 0.0),
(4342, debit, 40, 43.25, 0.0),
(4343, credit, 339, 71.0, 0.0),
(4344, credit card, 520, 12.5, 0.0),
(4345, credit card, 275, 87.0, 0.0),
(4346, debit, 298, 78.5, 0.0),
(4347, credit card, 825, 25.0, 0.0),
(4348, cash, 124, 21.0, 0.0),
(4349, cash, 738, 6.25, 0.0),
(4349, credit, 738, 6.25, 0.0),
(4350, credit card, 281, 34.5, 0.0),
(4351, credit, 484, 51.00, 0.0),
(4351, credit, 484, 51.00, 0.0),
(4352, debit, 401, 35.75, 0.0),
(4352, cash, 401, 35.75, 0.0),
(4353, credit, 566, 37.00, 0.0),
(4353, cash, 566, 37.00, 0.0),
(4354, debit, 612, 34.50, 0.0),
(4354, debit, 612, 34.50, 0.0),
(4355, credit card, 316, 70.0, 0.0),
(4356, cash, 910, 57.0, 0.0),
(4357, credit, 153, 29.00, 3.33),
(4357, credit, 153, 29.00, 3.33),
(4357, credit, 153, 29.00, 3.33),
(4358, cash, 185, 27.0, 0.0),
(4359, cash, 859, 88.0, 0.0),
(4360, credit, 527, 121.0, 0.0),
(4361, debit, 250, 23.0, 0.0),
(4362, credit, 786, 43.00, 0.0),
(4362, cash, 786, 43.00, 0.0),
(4363, cash, 324, 64.5, 0.0),
(4364, debit, 233, 87.0, 0.0),
(4365, debit, 772, 54.50, 0.0),
(4365, debit, 772, 54.50, 0.0),
(4366, cash, 587, 3.20, 2.00),
(4366, debit, 587, 3.20, 2.00),
(4366, debit, 587, 3.20, 2.00),
(4366, cash, 587, 3.20, 2.00),
(4366, cash, 587, 3.20, 2.00),
(4367, credit card, 71, 42.5, 0.0),
(4368, credit card, 984, 24.0, 0.0),
(4369, credit card, 862, 125.5, 0.0),
(4370, debit, 503, 40.00, 0.0),
(4370, debit, 503, 40.00, 0.0),
(4371, debit, 51, 80.0, 0.0),
(4372, debit, 2, 100.0, 0.0),
(4373, cash, 953, 30.00, 0.0),
(4373, debit, 953, 30.00, 0.0),
(4374, cash, 972, 10.00, 0.0),
(4374, debit, 972, 10.00, 0.0),
(4375, debit, 717, 80.0, 0.0),
(4376, debit, 618, 20.0, 0.0),
(4377, cash, 245, 60.0, 0.0),
(4378, cash, 445, 30.00, 0.0),
(4378, debit, 445, 30.00, 0.0),
(4379, cash, 489, 10.00, 0.0),
(4379, cash, 489, 10.00, 0.0),
(4380, debit, 613, 64.0, 0.0),
(4381, cash, 573, 14.5, 0.0),
(4382, debit, 806, 38.25, 0.0),
(4382, debit, 806, 38.25, 0.0),
(4383, debit, 604, 70.25, 0.0),
(4383, debit, 604, 70.25, 0.0),
(4384, credit, 398, 43.50, 0.0),
(4384, cash, 398, 43.50, 0.0),
(4385, debit, 878, 113.5, 0.0),
(4386, debit, 68, 55.0, 0.0),
(4387, debit, 586, 14.5, 0.0),
(4388, cash, 83, 102.5, 0.0),
(4389, cash, 148, 32.63, 2.50),
(4389, debit, 148, 32.63, 2.50),
(4389, debit, 148, 32.63, 2.50),
(4389, credit, 148, 32.63, 2.50),
(4390, credit, 812, 17.00, 3.33),
(4390, debit, 812, 17.00, 3.33),
(4390, cash, 812, 17.00, 3.33),
(4391, debit, 911, 11.00, 0.0),
(4391, cash, 911, 11.00, 0.0),
(4392, debit, 878, 103.5, 0.0),
(4393, credit card, 52, 68.5, 0.0),
(4394, cash, 673, 65.0, 0.0),
(4395, debit, 610, 9.5, 0.0),
(4396, debit, 897, 12.0, 0.0),
(4397, debit, 292, 9.5, 0.0),
(4398, credit card, 387, 69.0, 0.0),
(4399, credit, 795, 10.5, 0.0),
(4400, credit card, 672, 32.5, 0.0),
(4401, credit card, 855, 99.0, 0.0),
(4402, debit, 273, 38.0, 0.0),
(4403, credit, 875, 10.50, 0.0),
(4403, debit, 875, 10.50, 0.0),
(4404, debit, 386, 97.5, 0.0),
(4405, credit card, 148, 25.0, 0.0),
(4406, cash, 122, 58.75, 0.0),
(4406, debit, 122, 58.75, 0.0),
(4407, cash, 370, 33.00, 0.0),
(4407, credit, 370, 33.00, 0.0),
(4408, cash, 769, 12.5, 0.0),
(4409, debit, 214, 5.0, 0.0),
(4410, credit, 953, 41.5, 0.0),
(4411, debit, 706, 105.0, 0.0),
(4412, debit, 854, 14.5, 0.0),
(4413, credit, 267, 115.5, 0.0),
(4414, debit, 989, 118.5, 0.0),
(4415, debit, 418, 33.75, 0.0),
(4415, debit, 418, 33.75, 0.0),
(4416, credit card, 655, 87.0, 0.0),
(4417, debit, 662, 38.25, 0.0),
(4417, cash, 662, 38.25, 0.0),
(4418, cash, 951, 6.75, 0.0),
(4418, credit, 951, 6.75, 0.0),
(4419, credit card, 131, 33.5, 0.0),
(4420, credit card, 519, 29.0, 0.0),
(4421, cash, 757, 75.0, 0.0),
(4422, debit, 423, 7.25, 0.0),
(4422, cash, 423, 7.25, 0.0),
(4423, credit, 637, 2.00, 0.0),
(4423, cash, 637, 2.00, 0.0),
(4424, credit, 454, 11.5, 0.0),
(4425, debit, 218, 10.5, 0.0),
(4426, credit, 118, 10.50, 0.0),
(4426, credit, 118, 10.50, 0.0),
(4427, credit card, 313, 91.5, 0.0),
(4428, debit, 915, 23.0, 0.0),
(4429, credit, 182, 9.00, 0.0),
(4429, cash, 182, 9.00, 0.0),
(4430, credit, 268, 34.5, 0.0),
(4431, debit, 496, 90.5, 0.0),
(4432, credit card, 153, 18.0, 0.0),
(4433, credit, 136, 53.0, 0.0),
(4434, debit, 378, 17.5, 0.0),
(4435, debit, 889, 116.0, 0.0),
(4436, credit card, 486, 101.0, 0.0),
(4437, credit card, 817, 49.0, 0.0),
(4438, cash, 929, 87.5, 0.0),
(4439, credit card, 382, 66.5, 0.0),
(4440, credit, 108, 64.5, 0.0),
(4441, credit card, 234, 25.0, 0.0),
(4442, cash, 496, 13.5, 0.0),
(4443, cash, 464, 29.0, 0.0),
(4444, credit card, 562, 14.5, 0.0),
(4445, cash, 3, 60.0, 0.0),
(4446, cash, 225, 61.25, 0.0),
(4446, debit, 225, 61.25, 0.0),
(4447, debit, 85, 98.5, 0.0),
(4448, debit, 763, 30.25, 0.0),
(4448, debit, 763, 30.25, 0.0),
(4449, debit, 781, 1.90, 2.00),
(4449, debit, 781, 1.90, 2.00),
(4449, cash, 781, 1.90, 2.00),
(4449, debit, 781, 1.90, 2.00),
(4449, debit, 781, 1.90, 2.00),
(4450, cash, 907, 84.0, 0.0),
(4451, credit card, 590, 29.5, 0.0),
(4452, cash, 683, 43.50, 0.0),
(4452, cash, 683, 43.50, 0.0),
(4453, credit card, 487, 42.0, 0.0),
(4454, debit, 133, 28.5, 0.0),
(4455, debit, 866, 13.40, 2.00),
(4455, debit, 866, 13.40, 2.00),
(4455, cash, 866, 13.40, 2.00),
(4455, cash, 866, 13.40, 2.00),
(4455, cash, 866, 13.40, 2.00),
(4456, debit, 182, 4.75, 0.0),
(4456, debit, 182, 4.75, 0.0),
(4457, credit, 432, 62.0, 0.0),
(4458, credit, 352, 21.0, 0.0),
(4459, debit, 794, 62.0, 0.0),
(4460, debit, 623, 25.5, 0.0),
(4461, cash, 244, 10.5, 0.0),
(4462, cash, 600, 5.25, 0.0),
(4462, credit, 600, 5.25, 0.0),
(4463, cash, 260, 12.5, 0.0),
(4464, cash, 618, 72.0, 0.0),
(4465, debit, 800, 95.0, 0.0),
(4466, credit card, 726, 22.0, 0.0),
(4467, debit, 738, 89.5, 0.0),
(4468, cash, 589, 77.0, 0.0),
(4469, cash, 159, 48.75, 0.0),
(4469, debit, 159, 48.75, 0.0),
(4470, credit, 189, 30.75, 0.0),
(4470, debit, 189, 30.75, 0.0),
(4471, credit, 419, 29.50, 0.0),
(4471, debit, 419, 29.50, 0.0),
(4472, cash, 148, 42.00, 0.0),
(4472, cash, 148, 42.00, 0.0),
(4473, cash, 854, 166.0, 0.0),
(4474, cash, 827, 46.75, 0.0),
(4474, cash, 827, 46.75, 0.0),
(4475, cash, 585, 96.5, 0.0),
(4476, cash, 851, 14.5, 0.0),
(4477, debit, 841, 9.5, 0.0),
(4478, debit, 379, 27.0, 0.0),
(4479, cash, 747, 63.25, 0.0),
(4479, debit, 747, 63.25, 0.0),
(4480, cash, 479, 64.0, 0.0),
(4481, cash, 29, 57.0, 0.0),
(4482, cash, 370, 40.0, 0.0),
(4483, credit, 635, 5.50, 0.0),
(4483, debit, 635, 5.50, 0.0),
(4484, credit card, 701, 73.0, 0.0),
(4485, cash, 463, 86.5, 0.0),
(4486, cash, 413, 21.0, 0.0),
(4487, debit, 112, 61.0, 0.0),
(4488, debit, 40, 2.63, 2.50),
(4488, debit, 40, 2.63, 2.50),
(4488, credit, 40, 2.63, 2.50),
(4488, cash, 40, 2.63, 2.50),
(4489, debit, 568, 11.5, 0.0),
(4490, credit, 858, 10.50, 0.0),
(4490, cash, 858, 10.50, 0.0),
(4491, cash, 202, 36.00, 0.0),
(4491, cash, 202, 36.00, 0.0),
(4492, cash, 928, 23.0, 0.0),
(4493, cash, 393, 103.0, 0.0),
(4494, debit, 240, 12.5, 0.0),
(4495, cash, 670, 61.5, 0.0),
(4496, credit, 261, 52.5, 0.0),
(4497, cash, 719, 34.50, 3.33),
(4497, cash, 719, 34.50, 3.33),
(4497, debit, 719, 34.50, 3.33),
(4498, credit, 92, 81.0, 0.0),
(4499, cash, 330, 75.0, 0.0),
(4500, credit card, 392, 87.0, 0.0),
(4501, debit, 659, 7.25, 0.0),
(4501, cash, 659, 7.25, 0.0),
(4502, credit, 724, 87.5, 0.0),
(4503, credit card, 53, 90.5, 0.0),
(4504, cash, 681, 43.75, 0.0),
(4504, cash, 681, 43.75, 0.0),
(4505, cash, 139, 53.0, 0.0),
(4506, debit, 656, 14.5, 0.0),
(4507, credit card, 265, 13.5, 0.0),
(4508, credit card, 81, 77.5, 0.0),
(4509, cash, 397, 33.5, 0.0),
(4510, credit card, 33, 53.0, 0.0),
(4511, cash, 975, 14.5, 0.0),
(4512, debit, 202, 116.5, 0.0),
(4513, cash, 289, 102.0, 0.0),
(4514, credit, 55, 96.0, 0.0),
(4515, credit, 438, 7.25, 0.0),
(4515, cash, 438, 7.25, 0.0),
(4516, credit, 972, 23.25, 0.0),
(4516, debit, 972, 23.25, 0.0),
(4517, cash, 494, 11.00, 0.0),
(4517, debit, 494, 11.00, 0.0),
(4518, debit, 890, 40.00, 0.0),
(4518, debit, 890, 40.00, 0.0),
(4519, credit, 609, 120.0, 0.0),
(4520, cash, 568, 38.25, 0.0),
(4520, cash, 568, 38.25, 0.0),
(4521, debit, 63, 97.5, 0.0),
(4522, cash, 698, 48.0, 0.0),
(4523, cash, 742, 46.0, 0.0),
(4524, cash, 566, 53.50, 0.0),
(4524, debit, 566, 53.50, 0.0),
(4525, debit, 923, 81.0, 0.0),
(4526, cash, 858, 11.5, 0.0),
(4527, cash, 855, 33.25, 0.0),
(4527, credit, 855, 33.25, 0.0),
(4528, cash, 7, 55.0, 0.0),
(4529, debit, 931, 11.50, 0.0),
(4529, credit, 931, 11.50, 0.0),
(4530, credit, 624, 69.0, 0.0),
(4531, cash, 12, 58.75, 0.0),
(4531, debit, 12, 58.75, 0.0),
(4532, credit, 275, 12.5, 0.0),
(4533, credit, 175, 96.5, 0.0),
(4534, cash, 926, 72.0, 0.0),
(4535, credit, 957, 14.5, 0.0),
(4536, credit, 250, 48.75, 0.0),
(4536, debit, 250, 48.75, 0.0),
(4537, credit card, 800, 113.5, 0.0),
(4538, cash, 276, 43.25, 0.0),
(4538, cash, 276, 43.25, 0.0),
(4539, debit, 252, 27.0, 0.0),
(4540, debit, 294, 87.0, 0.0),
(4541, debit, 502, 81.0, 0.0),
(4542, cash, 794, 56.5, 0.0),
(4543, cash, 952, 50.0, 0.0),
(4544, credit, 159, 12.00, 0.0),
(4544, cash, 159, 12.00, 0.0),
(4545, debit, 954, 6.75, 0.0),
(4545, cash, 954, 6.75, 0.0),
(4546, cash, 161, 9.5, 0.0),
(4547, credit card, 170, 14.5, 0.0),
(4548, cash, 213, 57.0, 0.0),
(4549, credit card, 485, 10.5, 0.0),
(4550, debit, 241, 86.0, 0.0),
(4551, debit, 507, 72.5, 0.0),
(4552, cash, 304, 5.75, 0.0),
(4552, debit, 304, 5.75, 0.0),
(4553, cash, 206, 38.75, 0.0),
(4553, cash, 206, 38.75, 0.0),
(4554, cash, 36, 69.0, 0.0),
(4555, credit, 962, 65.5, 0.0),
(4556, debit, 250, 98.5, 0.0),
(4557, credit, 742, 6.00, 0.0),
(4557, debit, 742, 6.00, 0.0),
(4558, debit, 697, 19.25, 0.0),
(4558, cash, 697, 19.25, 0.0),
(4559, cash, 698, 96.5, 0.0),
(4560, cash, 26, 14.5, 0.0),
(4561, credit, 775, 61.0, 0.0),
(4562, debit, 849, 42.0, 0.0),
(4563, credit, 353, 129.0, 0.0),
(4564, credit card, 418, 13.5, 0.0),
(4565, credit, 215, 65.50, 0.0),
(4565, cash, 215, 65.50, 0.0),
(4566, cash, 364, 6.75, 0.0),
(4566, cash, 364, 6.75, 0.0),
(4567, debit, 121, 134.5, 0.0),
(4568, cash, 913, 6.75, 0.0),
(4568, debit, 913, 6.75, 0.0),
(4569, cash, 33, 53.5, 0.0),
(4570, credit card, 787, 117.0, 0.0),
(4571, credit, 234, 66.5, 0.0),
(4572, cash, 184, 91.5, 0.0),
(4573, cash, 404, 13.5, 0.0),
(4574, cash, 127, 50.25, 0.0),
(4574, debit, 127, 50.25, 0.0),
(4575, credit card, 165, 39.5, 0.0),
(4576, credit card, 936, 14.5, 0.0),
(4577, debit, 624, 91.5, 0.0),
(4578, credit card, 568, 60.5, 0.0),
(4579, debit, 914, 33.33, 3.33),
(4579, credit, 914, 33.33, 3.33),
(4579, debit, 914, 33.33, 3.33),
(4580, cash, 347, 60.0, 0.0),
(4581, debit, 69, 80.0, 0.0),
(4582, cash, 564, 20.0, 0.0),
(4583, cash, 273, 6.67, 3.33),
(4583, cash, 273, 6.67, 3.33),
(4583, cash, 273, 6.67, 3.33),
(4584, debit, 17, 40.00, 0.0),
(4584, debit, 17, 40.00, 0.0),
(4585, debit, 818, 60.0, 0.0),
(4586, cash, 38, 30.00, 0.0),
(4586, credit, 38, 30.00, 0.0),
(4587, debit, 125, 20.0, 0.0),
(4588, cash, 118, 60.0, 0.0),
(4589, cash, 423, 122.5, 0.0),
(4590, credit, 159, 52.75, 0.0),
(4590, debit, 159, 52.75, 0.0),
(4591, debit, 797, 21.0, 0.0),
(4592, credit, 50, 44.00, 0.0),
(4592, cash, 50, 44.00, 0.0),
(4593, cash, 881, 6.25, 2.50),
(4593, debit, 881, 6.25, 2.50),
(4593, debit, 881, 6.25, 2.50),
(4593, cash, 881, 6.25, 2.50),
(4594, credit card, 892, 73.5, 0.0),
(4595, cash, 128, 56.25, 0.0),
(4595, credit, 128, 56.25, 0.0),
(4596, cash, 618, 85.0, 0.0),
(4597, credit, 60, 50.00, 0.0),
(4597, cash, 60, 50.00, 0.0),
(4598, credit card, 913, 22.0, 0.0),
(4599, debit, 869, 81.0, 0.0),
(4600, cash, 337, 85.0, 0.0),
(4601, credit, 289, 113.5, 0.0),
